Level,Part Number,Qty,Description,Revision,UM,Category,Source,VendorCode,ProductLine,Bin,PurchaseUM,MFG PartNo,MFG Name,Cost
1.4.24.6.3,        P-YFF-ZZ-999-00256,1,SAE-6 Plug,,EA,PHT,F,SUN050,5,HWARE,EA,6 HP5ON-S,SunSource,
1.4.24.6.4,        P-YFF-ZZ-999-00260,2,Straight Thread Elbow: JIC-6 Male to SAE-6 Male,,EA,Nor,P,SUN050,3,P3E,EA,6 C5OX-S,SunSource,2.49
1.4.24.6.5,        P-YMP-MQ-999-00352,1,Hydraulic Power Unit: 12 VDC: 1-Station D03 Manifold: SAE-6 Ports: Relief @ 2300 psi: Poly Tank,,EA,Pht,F,SUN050,3,P3E,EA,M3516-12171-380-08111-12-14157-17757,Bucher Hydraulics,
1.4.24.6.6,        P-YMV-MQ-999-00250,1,D03 Flow Control Sandwich: Meter-Out,,EA,PHT,F,SUN050,5,HWARE,EA,2V3-06-CS,SunSource,
1.4.24.6.7,        P-YMV-MQ-999-00413,1,D03 Directional Valve: 12VDC: Blocked Center: Deutsch Connector,,EA,Pht,F,SUN050,3,P3E,EA,RPE3-063Z11/01200E12,Argo-Hytos,
1.4.24.7,      P-FYH-UQ-998-08050-P,3,M8 x 50 Hex Head Cap Screw: 18-8 SS,,EA,Nor,P,FAS010,5,HWARE,EA,M72580050A20000,Fastenal,0.76
1.4.24.8,      P-FYH-UQ-998-08060-P,2,M8 x 60mm Hex Head Cap Screw: 18-8 SS,,EA,Nor,P,FAS010,5,HWARE,EA,M72580060A20000,Fastenal,0.74
1.4.24.9,      P-NYJ-UQ-999-76000,1,"3/4""-16 Jam Nut; 18-8 SS",,EA,Nor,P,FAS010,5,HWARE,EA,70837,Fastenal,1.13
1.4.24.10,      P-NYN-UQ-998-08000,5,M8 x 1.25 Nylock Nut: 18-8 SS,,EA,Nor,P,FAS010,5,HWARE,PG,1L2580000A20000,Fastenal,0.5449
1.4.24.11,      P-WYQ-UQ-998-08000,10,M8 x 16mm OD Flat Washer: 18-8 SS,,EA,Nor,P,FAS010,5,HWARE,PG,MW6380000A20000,Fastenal,0.0772
1.4.24.12,      P-YAV-UQ-999-00150,1,Sun Counterbalance Valve: Set @ 3000psi,,EA,Nor,P,SUN050,5,HWARE,EA,CBCA-LHN-XVI,SunSource,119.8
1.4.24.13,      P-YFA-PB-999-00001,1,Rod Eye,,EA,Nor,P,SUN050,5,HWARE,EA,69091,SunSource,39.51
1.4.24.14,      P-YFA-ZZ-999-00259,3,Clamp Top Plate,,EA,Nor,P,SUN050,5,HWARE,EA,HRZ2DPSTZN,SunSource,0.69
1.4.24.15,      P-YFC-FB-999-00414,1,Bearcat Liberator Lift Cylinder,,EA,Nor,P,SUN050,3,P3E,EA,2HHC18CRAKY,SunSource,1309.39
1.4.24.16,      P-YFF-ZZ-999-00236,2,Bulkhead Union Elbow: JIC-6,,EA,Nor,P,SUN050,3,P3E,EA,6 WETX-S,SunSource,3.19
1.4.24.17,      P-YFF-ZZ-999-00237,2,Bulkhead Locknut: 3/8,,EA,Nor,P,SUN050,5,HWARE,EA,6 WLN-S,SunSource,
1.4.24.18,      P-YFF-ZZ-999-00304,4,Straight Thread Connector: JIC-6 Male to SAE-8 Male,,EA,Nor,P,SUN050,5,HWARE,EA,6-8 F5OX-S,SunSource,1.03
1.4.24.19,      P-YFF-ZZ-999-00305,2,90° Elbow Connector: JIC-6 Male to SAE-8 Male,,EA,Nor,P,SUN050,5,HWARE,EA,6-8 C5OX-S,SunSource,10.12
1.4.24.20,      P-YPA-UB-999-00258,6,"3/8"" Hose Clamp Half: Black",,EA,Nor,P,SUN050,5,HWARE,EA,HRZ2KP17.117.1PP,SunSource,3
1.4.25,    P3E-LAC-001-0123,1,LIBERATOR WIRED PENDANT: 10’ CABLE,,EA,Nor,F,PAT003,PE,P3E,EA,,Patriot3,
1.4.25.1,      P-EAA-PO-999-00007,1,Amphenol Plug Cap: 16S,,EA,Nor,P,ALL060,5,HWARE,EA,70143241,Allied Electronics: Inc,8.37
1.4.25.2,      P-EAA-PO-999-00013,1,Amphenol 16S Backshell Assembly,,EA,Nor,P,ALL060,5,HWARE,EA,70143312,Allied Electronics: Inc,34.91
1.4.25.3,      P-EAA-PO-999-00446,1,Amphenol connector accessory: water resistant cable clamp: size 16s: 16: olive drab finish,,EA,Nor,P,ALL060,5,HWARE,EA,70143180,Allied Electronics: Inc,21.81
1.4.25.4,      P-EAP-ZC-999-00379,1,Connector: Metal Circ: Str Plug: Size 16s: 5 #16 Crimp Pin Contact: Clear Finish.,,EA,Nor,P,ALL060,5,HWARE,EA,70108709,Allied Electronics: Inc,23.1
1.4.25.5,      P-EMC-UQ-999-00003,5,Crimp Pin: Size 16: 14-18 AWG Wire,,EA,Nor,P,ALL060,5,HWARE,PG,70143281,Allied Electronics: Inc,0.4899
1.4.25.6,      P-EMW-QB-999-00024,1,Retractile Cord: 16/4: 2'-10',,EA,Nor,P,MCM010,5,HWARE,EA,7088K218,McMaster-Carr,107.1
1.4.25.7,      P-EQS-QQ-999-00001,1,4-wire Pendant 2-button Remote Waterproof 2 Button Double Pole Controller W/ 15' Cord.,,EA,Nor,P,DAL010,5,HWARE,EA,PSN-004,Dalton Bearing Hydra.,28.5
1.4.26,    P3E-TLC-001-0009,1,LIBERATOR 3M TACTICAL LADDER,,EA,Nor,F,PAT003,PE,P3E,EA,,Patriot3,553.87
1.4.26.1,      A-WAQ-AB-003-00014,1,LIBERATOR 3M LADDER WELDMENT,B,EA,NOR,P,FAB010,3,P3E,EA,WD3014,Fab Tech,
1.4.26.1.1,        F-DAF-UQ-001-00037,4,TACTICAL LADDER END CAP,,EA,Pht,F,FAB010,3,P3E,EA,AF1037,Fab Tech,
1.4.26.1.2,        F-DAT-UQ-001-00019,2,3M LADDER SIDE TUBE,A,EA,PHT,F,FAB010,3,P3E,EA,AT1019,Fab Tech,
1.4.26.1.3,        F-SAV-UQ-003-00001,9,CONNECTABLE LADDER RUNG,,EA,PHT,F,FAB010,3,P3E,EA,DB3001,Fab Tech,
1.4.26.2,      F-DAF-AB-001-00036,2,ACCESSORY LUG,,EA,NOR,P,CON010,3,P3E,EA,AF1036,Conix Research,5.72
1.4.26.3,      P-FYS-UQ-998-10065-P,4,M10 X 65 Socket Head Cap Screw: 18-8 SS,,EA,Nor,P,FAS010,5,HWARE,EA,MS2600065A20000,Fastenal,2.06
1.4.26.4,      P-NYN-UQ-998-10000,4,M10 x 1.5 Nylock Nut; 18-8 SS,,EA,Nor,P,FAS010,5,HWARE,PG,1L2600000A20000,Fastenal,47.68
1.4.26.5,      P-QOQ-QU-999-00001,2,Ladder End Cap,,EA,Nor,P,ZOR010,3,P3E,PR,G3208721,Zoro Tools Inc,6.66
1.4.27,    P3E-TLC-001-0010,1,LIBERATOR 4M TACTICAL LADDER,,EA,Nor,F,PAT003,PE,P3E,EA,,Patriot3,613.87
1.4.27.1,      A-WAQ-AB-003-00015,1,LIBERATOR 4M LADDER WELDMENT,E,EA,NOR,P,FAB010,3,P3E,EA,WD3015,Fab Tech,
1.4.27.1.1,        F-DAF-UQ-001-00037,4,TACTICAL LADDER END CAP,,EA,Pht,F,FAB010,3,P3E,EA,AF1037,Fab Tech,
1.4.27.1.2,        F-DAT-UQ-001-00020,2,4M LADDER SIDE TUBE,A,EA,PHT,F,FAB010,3,P3E,EA,AT1020,Fab Tech,
1.4.27.1.3,        F-SAV-UQ-003-00001,12,CONNECTABLE LADDER RUNG,,EA,PHT,F,FAB010,3,P3E,EA,DB3001,Fab Tech,
1.4.27.2,      F-DAF-AB-001-00036,2,ACCESSORY LUG,,EA,NOR,P,CON010,3,P3E,EA,AF1036,Conix Research,5.72
1.4.27.3,      P-FYS-UQ-998-10065-P,4,M10 X 65 Socket Head Cap Screw: 18-8 SS,,EA,Nor,P,FAS010,5,HWARE,EA,MS2600065A20000,Fastenal,2.06
1.4.27.4,      P-NYN-UQ-998-10000,4,M10 x 1.5 Nylock Nut; 18-8 SS,,EA,Nor,P,FAS010,5,HWARE,PG,1L2600000A20000,Fastenal,47.68
1.4.27.5,      P-QOQ-QU-999-00001,2,Ladder End Cap,,EA,Nor,P,ZOR010,3,P3E,PR,G3208721,Zoro Tools Inc,6.66
1.5,  P3E-LAC-001-0152,1,BEARCAT LIBERATOR RBP-NIJ3,,EA,Nor,F,PAT003,PE,P3E,EA,,Patriot3,
1.5.1,    B-DKP-LB-003-01344,1,LIBERATOR BALLISTIC PANEL,,EA,Nor,P,LTC010,3,P3E,EA,,LTC,
1.5.2,    F-OAQ-AE-003-01345,1,LIBERATOR COUNTERBALANCE/CAM SET,,EA,Nor,P,COU010,3,P3E,EA,,CounterBalance,
1.5.3,    P-FYH-UQ-998-08050-P,2,M8 x 50 Hex Head Cap Screw: 18-8 SS,,EA,Nor,P,FAS010,5,HWARE,EA,M72580050A20000,Fastenal,0.76
1.5.4,    P-FYS-UQ-998-10065-P,2,M10 X 65 Socket Head Cap Screw: 18-8 SS,,EA,Nor,P,FAS010,5,HWARE,EA,MS2600065A20000,Fastenal,2.06
1.5.5,    P-FYS-UQ-998-10070-P,2,M10 x 70 Socket Head Cap Screw: 18-8 SS,,EA,Nor,P,FAS010,5,HWARE,EA,MS2600070A20000,Fastenal,2.81
1.5.6,    P-NYN-UQ-998-10000,4,M10 x 1.5 Nylock Nut; 18-8 SS,,EA,Nor,P,FAS010,5,HWARE,PG,1L2600000A20000,Fastenal,47.68
1.5.7,    P-WYF-UQ-998-08000,2,M8 X 24mm OD Fender Washer: 18-8 SS,,EA,Nor,P,FAS010,5,HWARE,EA,WC6380000A20000,Fastenal,0.29
1.5.8,    P-WYQ-UQ-998-10000,4,M10 x 20mm OD Flat Washer: 18-8 SS,,EA,Nor,P,FAS010,5,HWARE,PG,MW6400000A20000,Fastenal,7.8
1.6,  P3E-LSC-001-0003,1,BEARCAT LIBERATOR DDL,,EA,Nor,F,PAT003,PE,P3E,EA,,Patriot3,
1.6.1,    A-WFQ-PB-003-00221,6,LIGHT STALK MOUNT SLEEVE,B,EA,NOR,P,FAB010,3,P3E,EA,WD3221,Fab Tech,
1.6.1.1,      F-DFS-UQ-003-00059,1,LIGHT MOUNT SLEEVE GUSSET,,EA,PHT,F,FAB010,3,P3E,EA,FS3059,Fab Tech,
1.6.1.2,      F-DFS-UQ-004-00058,1,LIGHT SLEEVE BRACE,,EA,PHT,F,FAB010,3,P3E,EA,FS3058,Fab Tech,
1.6.1.3,      F-DFT-UQ-003-00055,1,LIGHT SLEEVE MOUNT TUBE,,EA,PHT,F,FAB010,3,P3E,EA,FT3055,Fab Tech,
1.6.1.4,      F-DFY-UQ-003-00000,1,LIGHT HEAD MAST FEMALE SLEEVE,A,EA,PHT,F,FAB010,3,P3E,EA,UT3000,Fab Tech,
1.6.2,    F-OPQ-UE-003-00584,6,BEARCAT DDL LIGHT RECEPTACLE BOX,,EA,Nor,F,PAT003,3,P3E,EA,,Patriot3,
1.6.2.1,      P-EPQ-QE-999-00003,1,"Washdown ABS Enclosure 4.3"" x 3.1"" x 2.6""",,EA,Nor,P,MCM010,5,HWARE,EA,7301K11,McMaster-Carr,12.19
1.6.3,    P-EAA-PO-999-00004,6,Receptacle Dust Cap: Size 14: OD Green,,EA,Nor,P,ALL060,5,HWARE,EA,70143238,Allied Electronics: Inc,4.1
1.6.4,    P-EAR-PO-999-00001,6,Wall Receptacle: Size 14: OD Green,,EA,Nor,P,ALL060,5,HWARE,EA,70107618,Allied Electronics: Inc,16.53
1.6.5,    P-EPG-QB-999-00005,4,"Liquid-Tight Straight Conduit Fitting: 1/2"" Trade Size: Black Nylon",,EA,Nor,P,MCM010,5,HWARE,EA,75145K32,McMaster-Carr,2.63
1.6.6,    P-FAR-UQ-999-19025-N,6,"3/16"" Dia 0.126-.0250"" Grip Range Aluminum Rivet",,EA,Nor,P,FAS010,5,HWARE,PG,155932,Fastenal,44.75
1.6.7,    P-FYD-UQ-999-20075-F,24,"#8 x 3/4"" Self-Drilling Screw; 18-8 SS",,EA,Nor,P,MCM010,5,HWARE,EA,90415A350,McMaster-Carr,
1.6.8,    P-FYH-UQ-998-10080-P,12,M10 x 80mm Hex Head Cap Screw: 18-8 SS,,EA,Nor,P,FAS010,5,HWARE,EA,M72600080A20000,Fastenal,1.5
1.6.9,    P-FYS-UQ-998-03012-F,24,M3 x 12mm Socket Head Cap Screw: 18-8 SS,,EA,Nor,P,FAS010,5,HWARE,EA,MS2510012A20000,Fastenal,0.17
1.6.10,    P-LOQ-UB-999-00525,1,Pelican 1600 Foam: Die-Cut for (3) DDL Light Heads,,EA,Nor,P,DUL010,3,P3E,EA,,Dulles Case Center,
1.6.11,    P-NYN-UQ-998-03000,24,M3 x 0.5 Nylock Nut,,EA,Nor,P,FAS010,5,HWARE,PG,1L2510000A20000,Fastenal,0.13
1.6.12,    P-NYN-UQ-998-10000,12,M10 x 1.5 Nylock Nut; 18-8 SS,,EA,Nor,P,FAS010,5,HWARE,PG,1L2600000A20000,Fastenal,47.68
1.6.13,    P-PFB-ZZ-999-31250,6,"5/16"" x 2-1/2"" Snapper Pin w/ Tab Lock: Zinc",,EA,Nor,P,FAS010,5,HWARE,EA,157027,Fastenal,1.87
1.6.14,    P-QPQ-QE-999-00002,2,"Clamping Hanger for 1/2"" Trade Size",,EA,Nor,P,MCM010,5,HWARE,EA,30075T115,McMaster-Carr,0.88
1.6.15,    P-QSQ-KB-999-00001,6,"6"" SS Wire Rope Lanyard: Loop-Tab: Black",,EA,Nor,P,PIV010,5,HWARE,EA,ARING1-47BNS1-P,Pivot Point,2.76
1.6.16,    P-SRQ-UB-999-00124,6,"Grommet: 7/8"" Panel Hole: 1/8"" Thick Panel: 5/8"" ID",,EA,Nor,P,MCM010,5,HWARE,PG,9600K37,McMaster-Carr,9.55
1.6.17,    P-WYQ-UQ-998-03000,48,M3 Flat Washer: 7mm OD: 18-8 SS,,EA,Nor,P,FAS010,5,HWARE,PG,MW6330000A20000,Fastenal,0.02
1.6.18,    P-WYQ-UQ-998-10000,24,M10 x 20mm OD Flat Washer: 18-8 SS,,EA,Nor,P,FAS010,5,HWARE,PG,MW6400000A20000,Fastenal,7.8
1.6.19,    P3E-LSC-001-0071,3,LIGHT HEAD COMPONENT,,EA,Nor,F,PAT003,PE,P3E,EA,,Patriot3,
1.6.19.1,      F-DFS-PB-003-00060,1,LIGHT HEAD MOUNT BRACKET,A,EA,Nor,P,FAB010,3,P3E,EA,FS3060,Fab Tech,32
1.6.19.2,      F-DFY-ZB-003-00001,1,DISTRACTION LIGHT STALK TUBE,C,EA,Nor,P,FAB010,3,P3E,EA,UT3001,Fab Tech,65
1.6.19.3,      P-EAA-PC-999-00003,1,Straight Plug; Size 14-2; Clear,,EA,Nor,P,ALL060,5,HWARE,EA,70110550,Allied Electronics: Inc,15.25
1.6.19.4,      P-EAA-PO-999-00005,1,Plug Dust Cap; Size 14; OD Green,,EA,Nor,P,ALL060,5,HWARE,EA,70143239,Allied Electronics: Inc,6.39
1.6.19.5,      P-EAA-PO-999-00012,1,Backshell Clamp; Size 14; OD Green,,EA,Nor,P,ALL060,5,HWARE,EA,70143311,Allied Electronics: Inc,40.32
1.6.19.6,      P-EMA-QQ-999-00013,1,Handle for Pioneer Plus Light Head,,EA,Nor,P,WHE010,5,HWARE,EA,08-0486106-00,Whelen Engineering,25
1.6.19.7,      P-EML-QB-999-00002,1,Single Panel Super LED Floodlight: Pioneer Plus,,EA,Nor,P,WHE010,5,HWARE,EA,PFP1BP3,Whelen Engineering,559.4
1.6.19.8,      P-ERA-UB-999-00301,1,Amphenol Bushing MS3420; 12SL:14S 7/16OD,,EA,Nor,P,ALL060,5,HWARE,EA,70143266,Allied Electronics: Inc,0.88
1.6.19.9,      P-FYB-UQ-999-14038-F,3,"18-8 Ss Button Head Socket Cap Screw 10-24 Thread: 3/8"" Length",,EA,Nor,P,FAS010,5,HWARE,EA,1173731,Fastenal,0.1
1.6.19.10,      P-FYF-UQ-998-06020-F,4,M6 x 20mm Flat Head Socket Cap Screw; 18-8 SS,,EA,Nor,P,FAS010,5,HWARE,EA,M42550020A20000,Fastenal,0.33
1.6.19.11,      P-FYS-UQ-998-06025-F,2,M6 x 25 Socket Head Cap Screw: 18-8 SS,,EA,Nor,P,FAS010,5,HWARE,PG,MS2550025A20000,Fastenal,9.15
1.6.19.12,      P-NYN-UQ-998-06000,6,M6 x 1.0 Nylock Nut: 18-8 SS,,EA,Nor,P,FAS010,5,HWARE,PG,1L2550000A20000,Fastenal,0.2545
1.6.19.13,      P-QAQ-ZB-999-00005,1,RAM Short Double Socket Arm for 1.5” Ball,,EA,Nor,P,RAM010,1,P3M,EA,RAM-201U-B,Ram Mounts,20.49
1.6.19.14,      P-QAQ-ZB-999-00010,2,RAM 1” x 2” Rectangle Base with 1.5” Ball,,EA,Nor,P,RAM010,1,P3M,EA,RAM-202U-12,Ram Mounts,9.51
1.6.19.15,      P-WYQ-UQ-998-06000,6,M6 x 12mm OD Flat Washer: 18-8 SS,,EA,Nor,P,FAS010,5,HWARE,PG,MW6360000A20000,Fastenal,0.046
1.7,  P3E-LSC-001-0004,1,LIBERATOR MER LIGHTING,,EA,Nor,F,PAT003,PE,P3E,EA,,Patriot3,
1.7.1,    A-WFQ-PB-003-00205,2,MER LIGHT FEMALE SLEEVE WELDMENT,B,EA,NOR,P,FAB010,3,P3E,EA,WD3205,Fab Tech,
1.7.1.1,      F-DFS-UQ-003-00057,2,MER LIGHT MOUNT TAB,A,EA,PHT,F,FAB010,3,P3E,EA,FS3057,Fab Tech,
1.7.1.2,      F-DFY-UQ-003-00000,1,LIGHT HEAD MAST FEMALE SLEEVE,A,EA,PHT,F,FAB010,3,P3E,EA,UT3000,Fab Tech,
1.7.2,    P-EAA-PO-999-00004,2,Receptacle Dust Cap: Size 14: OD Green,,EA,Nor,P,ALL060,5,HWARE,EA,70143238,Allied Electronics: Inc,4.1
1.7.3,    P-EAR-PO-999-00001,2,Wall Receptacle: Size 14: OD Green,,EA,Nor,P,ALL060,5,HWARE,EA,70107618,Allied Electronics: Inc,16.53
1.7.4,    P-EMC-QB-999-00001,2,Weather-Pack Kit: 16-14 Awg: 2 Pole,,EA,Nor,P,MCM010,5,HWARE,EA,9171T32,McMaster-Carr,7.71
1.7.5,    P-EPG-QB-999-00002,2,"Cord Grip (NEMA 6) Straight: 3/8"" NPT: .16""-.31"" Cord Dia",,EA,Nor,P,MCM010,5,HWARE,EA,69915K51,McMaster-Carr,2.82
1.7.6,    P-FAR-UQ-999-19025-N,2,"3/16"" Dia 0.126-.0250"" Grip Range Aluminum Rivet",,EA,Nor,P,FAS010,5,HWARE,PG,155932,Fastenal,44.75
1.7.7,    P-FAR-UQ-999-23025-N,8,"1/8"" Dia 0.25-0.31"" Grip Range Aluminum Rivet",,EA,Nor,P,FAS010,5,HWARE,PG,41013,Fastenal,
1.7.8,    P-FYH-UQ-998-08020-F,8,M8 x 20 Hex Head Cap Screw: 18-8 SS,,EA,Nor,P,FAS010,5,HWARE,PG,M82580020A20000,Fastenal,17.65
1.7.9,    P-NYN-UQ-998-08000,8,M8 x 1.25 Nylock Nut: 18-8 SS,,EA,Nor,P,FAS010,5,HWARE,PG,1L2580000A20000,Fastenal,0.5449
1.7.10,    P-PFB-ZZ-999-31250,2,"5/16"" x 2-1/2"" Snapper Pin w/ Tab Lock: Zinc",,EA,Nor,P,FAS010,5,HWARE,EA,157027,Fastenal,1.87
1.7.11,    P-QSQ-KB-999-00001,2,"6"" SS Wire Rope Lanyard: Loop-Tab: Black",,EA,Nor,P,PIV010,5,HWARE,EA,ARING1-47BNS1-P,Pivot Point,2.76
1.7.12,    P-WYQ-UQ-998-08000,16,M8 x 16mm OD Flat Washer: 18-8 SS,,EA,Nor,P,FAS010,5,HWARE,PG,MW6380000A20000,Fastenal,0.0772
1.8,  P3E-LSC-001-0008,1,BEARCAT LIBERATOR LIGHTING PREP,,EA,Nor,F,PAT003,PE,P3E,EA,,Patriot3,
1.8.1,    F-DAS-UQ-001-00279,1,MARS LIGHTING ENCLOSURE PANEL,,EA,Nor,P,FAB010,3,P3E,EA,AS1279,Fab Tech,17
1.8.2,    F-DAS-UQ-003-00586,1,BEARCAT LIGHTING FLASHER PANEL,,EA,Nor,P,FAB010,3,P3E,EA,AS3586,Fab Tech,
1.8.3,    P-EMA-QQ-999-00003,1,Terminal Block 8 Circuits: 20 Amps,,EA,Nor,P,MCM010,5,HWARE,EA,7527K48,McMaster-Carr,3.78
1.8.4,    P-EMA-QQ-999-00015,1,Flasher Module for Pioneer Light Heads,,EA,Nor,P,WHE010,5,HWARE,EA,PFLASH,Whelen Engineering,57.24
1.8.5,    P-EMC-QQ-999-00008,1,"Push-in Connector with 6"" Wire Leads: 9 Pole",,EA,Nor,P,MCM010,5,HWARE,EA,9552T3,McMaster-Carr,16.5
1.8.6,    P-EMF-QQ-999-00001,1,Blade Style Fuse Block for 6 ATC Fuses,,EA,Nor,P,MCM010,5,HWARE,EA,5183T11,McMaster-Carr,44.94
1.8.7,    P-EMQ-QQ-999-00013,1,"Distribution Post: 3/8"" Stud: #8 Terminals",,EA,Nor,P,MCM010,5,HWARE,EA,9365T4,McMaster-Carr,27.82
1.8.8,    P-EPG-QB-999-00005,2,"Liquid-Tight Straight Conduit Fitting: 1/2"" Trade Size: Black Nylon",,EA,Nor,P,MCM010,5,HWARE,EA,75145K32,McMaster-Carr,2.63
1.8.9,    P-EPQ-QE-999-00005,1,"NEMA 4X Enclosure w/ Knockouts: 5"" X 5"" X 3"": Gray",,EA,Nor,P,MCM010,5,HWARE,EA,7360K632,McMaster-Carr,26.95
1.8.10,    P-EPS-UB-999-00526,1,Euro-Look Rocker Switch: ON-OFF-ON,,EA,Nor,P,ALL060,5,HWARE,EA,70155685,Allied Electronics: Inc,
1.8.11,    P-FYH-UQ-998-06020-F,2,M6 x 20 Hex Head Cap Screw; 18-8 SS,,EA,Nor,P,FAS010,5,HWARE,PG,M82550020A20000,Fastenal,5.54
1.8.12,    P-FYH-UQ-998-06025-F,2,M6 x 25mm Hex Head Cap Screw; 18-8 SS,,EA,Nor,P,FAS010,5,HWARE,PG,M82550025A20000,Fastenal,6.49
1.8.13,    P-FYM-UQ-999-10050-F,4,"6-32 x 1/2"" Pan Head Machine Screw; 18-8 SS",,EA,Nor,P,FAS010,5,HWARE,EA,1172516,Fastenal,
1.8.14,    P-FYM-UQ-999-12075-F,4,"#8-32 x 3/4"" Pan Head Phillips Machine Screw",,EA,Nor,P,FAS010,5,HWARE,PG,1172416,Fastenal,8.68
1.8.15,    P-FYM-UQ-999-12113-F,4,"8-32 x 1-1/8"" Pan Head Phillips Machine Screw: 18-8 SS",,EA,Nor,P,FAS010,5,HWARE,EA,170350,Fastenal,0.05
1.8.16,    P-NYN-UQ-998-06000,4,M6 x 1.0 Nylock Nut: 18-8 SS,,EA,Nor,P,FAS010,5,HWARE,PG,1L2550000A20000,Fastenal,0.2545
1.8.17,    P-NYN-UQ-999-10000,4,6-32 Nylock Nut; 18-8 SS,,EA,Nor,P,FAS010,5,HWARE,EA,1170855,Fastenal,
1.8.18,    P-NYN-UQ-999-12000,8,8-32 Nylock Nut: 18-8 SS,,EA,Nor,P,FAS010,5,HWARE,PG,1170856,Fastenal,11.11
1.8.19,    P-QPQ-QE-999-00002,1,"Clamping Hanger for 1/2"" Trade Size",,EA,Nor,P,MCM010,5,HWARE,EA,30075T115,McMaster-Carr,0.88
1.8.20,    P-WYQ-UQ-998-06000,8,M6 x 12mm OD Flat Washer: 18-8 SS,,EA,Nor,P,FAS010,5,HWARE,PG,MW6360000A20000,Fastenal,0.046
1.8.21,    P-WYQ-UQ-999-08000,8,"#8 x 3/8"" OD Flat Washer: 18-8 SS",,EA,Nor,P,FAS010,5,HWARE,EA,1171007,Fastenal,0.0341
1.9,  P3E-LSC-001-0151,1,RAMP ILLUMINATION MARKERS-BC LIB,,EA,Nor,F,PAT003,PE,P3E,EA,,Patriot3,
1.9.1,    P-FAR-UQ-999-23025-N,36,"1/8"" Dia 0.25-0.31"" Grip Range Aluminum Rivet",,EA,Nor,P,FAS010,5,HWARE,PG,41013,Fastenal,
1.9.2,    P-QPQ-UC-999-00276,18,Ramp Illumination Marker,,EA,Nor,P,SRB010,3,P3E,EA,SM145-10-190,SRB Technologies,18.8
1.10,  P3E-SAC-001-0051,1,2015 BEARCAT G2 SAS,,EA,Nor,F,PAT003,PE,P3E,EA,,Patriot3,3:050.00
1.10.1,    A-VAQ-TB-003-00756,2,BEARCAT SAS TRAY ASSEMBLY,,EA,Nor,F,PAT003,3,P3E,EA,,Patriot3,
1.10.1.1,      A-WAQ-AB-003-00114,1,BEARCAT SAS TRAY WELDMENT,C,EA,NOR,P,FAB010,3,P3E,EA,WD3114,Fab Tech,
1.10.1.1.1,        F-DAA-UQ-003-00047,2,SAS TRAY SHORT ANGLE,B,EA,PHT,F,FAB010,3,P3E,EA,AA3047,Fab Tech,
1.10.1.1.2,        F-DAA-UQ-003-00048,2,SAS TRAY SHORT ANGLE,A,EA,PHT,F,FAB010,3,P3E,EA,AA3048,Fab Tech,
1.10.1.1.3,        F-DAS-UQ-003-00048,2,SUPPORT TUBE STORAGE CRADLE,,EA,PHT,F,FAB010,3,P3E,EA,AS3048,Fab Tech,
1.10.1.1.4,        F-SAG-UQ-003-00024,1,SAS TRAY GRIP STRUT,,EA,PHT,F,FAB010,3,P3E,EA,GS3024,Fab Tech,
1.10.1.2,      F-DSS-SQ-003-00048,2,SAS TRAY FORMED SUPPORT,A,EA,Nor,p,FAB010,3,P3E,EA,SS3048,Fab Tech,
1.10.1.3,      P-FAR-UQ-999-19038-N,4,"3/16"" Dia. 0.251-0.375"" Grip Range Aluminum Rivet",,EA,Nor,P,FAS010,5,HWARE,PG,155933,Fastenal,49.1
1.10.1.4,      P-FYH-UQ-998-10030-F,4,M10 x 30 Hex Head Cap Screw: 18-8 SS,,EA,Nor,P,FAS010,5,HWARE,PG,M82600030A20000,Fastenal,25.25
1.10.1.5,      P-NYN-UQ-998-10000,4,M10 x 1.5 Nylock Nut; 18-8 SS,,EA,Nor,P,FAS010,5,HWARE,PG,1L2600000A20000,Fastenal,47.68
1.10.1.6,      P-PFS-ZZ-999-38225,4,"3/8"" x 2.25"" Square Snapper Pin: Zinc-Plated",,EA,Nor,P,MCM010,5,HWARE,EA,98416A018,McMaster-Carr,2.09
1.10.1.7,      P-QSQ-KB-999-00001,2,"6"" SS Wire Rope Lanyard: Loop-Tab: Black",,EA,Nor,P,PIV010,5,HWARE,EA,ARING1-47BNS1-P,Pivot Point,2.76
1.10.1.8,      P-QSQ-KB-999-00002,2,"8"" SS Wire Rope Lanyard: Loop-Tab: Black",,EA,Nor,P,PIV010,5,HWARE,EA,ARING1-47BNS1-P1,Pivot Point,2.81
1.10.1.9,      P-WYQ-UQ-998-10000,8,M10 x 20mm OD Flat Washer: 18-8 SS,,EA,Nor,P,FAS010,5,HWARE,PG,MW6400000A20000,Fastenal,7.8
1.10.2,    A-VSQ-TQ-003-00755,4,BEARCAT SAS STRINGER ASSEMBLY,,EA,Nor,F,PAT003,PE,P3E,EA,,Patriot3,
1.10.2.1,      F-DSP-SQ-003-00029,2,BEARCAT SAS STRINGER,A,EA,Nor,P,FAB010,3,P3E,EA,SP3029,Fab Tech,
1.10.2.2,      P-FAR-UQ-999-19038-N,2,"3/16"" Dia. 0.251-0.375"" Grip Range Aluminum Rivet",,EA,Nor,P,FAS010,5,HWARE,PG,155933,Fastenal,49.1
1.10.2.3,      P-FYB-UQ-999-31075-F,26,"5/16""-18 x 3/4"" Button Head Socket Screw: 18-8 SS",,EA,Nor,P,FAS010,5,HWARE,EA,1173779,Fastenal,0.26
